source_dataset,passenger_id,pclass,survived,name,sex,age,family_size,fare,embarked,survived_label
Dataset 2,349231,3,0,"Cor, Mr. Liudevit",male,19.0,0.0,7.8958,S,Did Not Survive
Dataset 2,SOTON/OQ 392090,3,0,"Corn, Mr. Harry",male,30.0,0.0,8.05,S,Did Not Survive
Dataset 2,C.A. 37671,3,1,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,2.0,15.9,S,Survived
Dataset 2,C.A. 37671,3,1,"Coutts, Master. William Loch ""William""",male,3.0,2.0,15.9,S,Survived
Dataset 2,C.A. 37671,3,1,"Coutts, Mrs. William (Winnie ""Minnie"" Treanor)",female,36.0,2.0,15.9,S,Survived
Dataset 2,364500,3,0,"Coxon, Mr. Daniel",male,59.0,0.0,7.25,S,Did Not Survive
Dataset 2,S.P. 3464,3,0,"Crease, Mr. Ernest James",male,19.0,0.0,8.1583,S,Did Not Survive
Dataset 2,371362,3,1,"Cribb, Miss. Laura Alice",female,17.0,1.0,16.1,S,Survived
Dataset 2,371362,3,0,"Cribb, Mr. John Hatfield",male,44.0,1.0,16.1,S,Did Not Survive
Dataset 2,315090,3,0,"Culumovic, Mr. Jeso",male,17.0,0.0,8.6625,S,Did Not Survive
Dataset 2,2698,3,0,"Daher, Mr. Shedid",male,22.5,0.0,7.225,C,Did Not Survive
Dataset 2,7598,3,1,"Dahl, Mr. Karl Edwart",male,45.0,0.0,8.05,S,Survived
Dataset 2,7552,3,0,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0.0,10.5167,S,Did Not Survive
Dataset 2,349228,3,0,"Dakic, Mr. Branko",male,19.0,0.0,10.1708,S,Did Not Survive
Dataset 2,382650,3,1,"Daly, Miss. Margaret Marcella ""Maggie""",female,30.0,0.0,6.95,Q,Survived
Dataset 2,382651,3,1,"Daly, Mr. Eugene Patrick",male,29.0,0.0,7.75,Q,Survived
Dataset 2,347080,3,0,"Danbom, Master. Gilbert Sigvard Emanuel",male,0.33,2.0,14.4,S,Did Not Survive
Dataset 2,347080,3,0,"Danbom, Mr. Ernst Gilbert",male,34.0,2.0,14.4,S,Did Not Survive
Dataset 2,347080,3,0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,2.0,14.4,S,Did Not Survive
Dataset 2,349219,3,0,"Danoff, Mr. Yoto",male,27.0,0.0,7.8958,S,Did Not Survive
Dataset 2,349203,3,0,"Dantcheff, Mr. Ristiu",male,25.0,0.0,7.8958,S,Did Not Survive
Dataset 2,A/4 48871,3,0,"Davies, Mr. Alfred J",male,24.0,2.0,24.15,S,Did Not Survive
Dataset 2,SC/A4 23568,3,0,"Davies, Mr. Evan",male,22.0,0.0,8.05,S,Did Not Survive
Dataset 2,A/4 48871,3,0,"Davies, Mr. John Samuel",male,21.0,2.0,24.15,S,Did Not Survive
Dataset 2,A/4 48873,3,0,"Davies, Mr. Joseph",male,17.0,2.0,8.05,S,Did Not Survive
Dataset 2,386525,3,0,"Davison, Mr. Thomas Henry",male,,1.0,16.1,S,Did Not Survive
Dataset 2,386525,3,1,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1.0,16.1,S,Survived
Dataset 2,345572,3,1,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,1.0,17.4,S,Survived
Dataset 2,345572,3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36.0,1.0,17.4,S,Survived
Dataset 2,345774,3,1,"de Mulder, Mr. Theodore",male,30.0,0.0,9.5,S,Survived
Dataset 2,345778,3,0,"de Pelsmaeker, Mr. Alfons",male,16.0,0.0,9.5,S,Did Not Survive
Dataset 2,C.A. 2315,3,1,"Dean, Master. Bertram Vere",male,1.0,3.0,20.575,S,Survived
Dataset 2,C.A. 2315,3,1,"Dean, Miss. Elizabeth Gladys ""Millvina""",female,0.17,3.0,20.575,S,Survived
Dataset 2,C.A. 2315,3,0,"Dean, Mr. Bertram Frank",male,26.0,3.0,20.575,S,Did Not Survive
Dataset 2,C.A. 2315,3,1,"Dean, Mrs. Bertram (Eva Georgetta Light)",female,33.0,3.0,20.575,S,Survived
Dataset 2,349250,3,0,"Delalic, Mr. Redjo",male,25.0,0.0,7.8958,S,Did Not Survive
Dataset 2,349238,3,0,"Demetri, Mr. Marinko",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,349225,3,0,"Denkoff, Mr. Mitto",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,A/5 21172,3,0,"Dennis, Mr. Samuel",male,22.0,0.0,7.25,S,Did Not Survive
Dataset 2,A/5 21175,3,0,"Dennis, Mr. William",male,36.0,0.0,7.25,S,Did Not Survive
Dataset 2,330958,3,1,"Devaney, Miss. Margaret Delia",female,19.0,0.0,7.8792,Q,Survived
Dataset 2,349232,3,0,"Dika, Mr. Mirko",male,17.0,0.0,7.8958,S,Did Not Survive
Dataset 2,315088,3,0,"Dimic, Mr. Jovan",male,42.0,0.0,8.6625,S,Did Not Survive
Dataset 2,349226,3,0,"Dintcheff, Mr. Valtcho",male,43.0,0.0,7.8958,S,Did Not Survive
Dataset 2,2686,3,0,"Doharr, Mr. Tannous",male,,0.0,7.2292,C,Did Not Survive
Dataset 2,370376,3,0,"Dooley, Mr. Patrick",male,32.0,0.0,7.75,Q,Did Not Survive
Dataset 2,A/5. 10482,3,1,"Dorking, Mr. Edward Arthur",male,19.0,0.0,8.05,S,Survived
Dataset 2,364516,3,1,"Dowdell, Miss. Elizabeth",female,30.0,0.0,12.475,S,Survived
Dataset 2,368702,3,0,"Doyle, Miss. Elizabeth",female,24.0,0.0,7.75,Q,Did Not Survive
Dataset 2,SOTON/OQ 392083,3,1,"Drapkin, Miss. Jennie",female,23.0,0.0,8.05,S,Survived
Dataset 2,349241,3,0,"Drazenoic, Mr. Jozef",male,33.0,0.0,7.8958,C,Did Not Survive
Dataset 2,336439,3,0,"Duane, Mr. Frank",male,65.0,0.0,7.75,Q,Did Not Survive
Dataset 2,S.O./P.P. 752,3,1,"Duquemin, Mr. Joseph",male,24.0,0.0,7.55,S,Survived
Dataset 2,347072,3,0,"Dyker, Mr. Adolf Fredrik",male,23.0,1.0,13.9,S,Did Not Survive
Dataset 2,347072,3,1,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",female,22.0,1.0,13.9,S,Survived
Dataset 2,349912,3,0,"Edvardsson, Mr. Gustaf Hjalmar",male,18.0,0.0,7.775,S,Did Not Survive
Dataset 2,347074,3,0,"Eklund, Mr. Hans Linus",male,16.0,0.0,7.775,S,Did Not Survive
Dataset 2,347061,3,0,"Ekstrom, Mr. Johan",male,45.0,0.0,6.975,S,Did Not Survive
Dataset 2,2674,3,0,"Elias, Mr. Dibo",male,,0.0,7.225,C,Did Not Survive
Dataset 2,2675,3,0,"Elias, Mr. Joseph",male,39.0,2.0,7.2292,C,Did Not Survive
Dataset 2,2690,3,0,"Elias, Mr. Joseph Jr",male,17.0,2.0,7.2292,C,Did Not Survive
Dataset 2,2695,3,0,"Elias, Mr. Tannous",male,15.0,2.0,7.2292,C,Did Not Survive
Dataset 2,A/5 3902,3,0,"Elsbury, Mr. William James",male,47.0,0.0,7.25,S,Did Not Survive
Dataset 2,364516,3,1,"Emanuel, Miss. Virginia Ethel",female,5.0,0.0,12.475,S,Survived
Dataset 2,2631,3,0,"Emir, Mr. Farred Chehab",male,,0.0,7.225,C,Did Not Survive
Dataset 2,C.A. 6212,3,0,"Everett, Mr. Thomas James",male,40.5,0.0,15.1,S,Did Not Survive
Dataset 2,367232,3,0,"Farrell, Mr. James",male,40.5,0.0,7.75,Q,Did Not Survive
Dataset 2,SOTON/O.Q. 3101308,3,1,"Finoli, Mr. Luigi",male,,0.0,7.05,S,Survived
Dataset 2,350036,3,0,"Fischer, Mr. Eberhard Thelander",male,18.0,0.0,7.7958,S,Did Not Survive
Dataset 2,364859,3,0,"Fleming, Miss. Honora",female,,0.0,7.75,Q,Did Not Survive
Dataset 2,364851,3,0,"Flynn, Mr. James",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,368323,3,0,"Flynn, Mr. John",male,,0.0,6.95,Q,Did Not Survive
Dataset 2,330910,3,0,"Foley, Mr. Joseph",male,26.0,0.0,7.8792,Q,Did Not Survive
Dataset 2,365235,3,0,"Foley, Mr. William",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,1601,3,1,"Foo, Mr. Choong",male,,0.0,56.4958,S,Survived
Dataset 2,W./C. 6608,3,0,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,4.0,34.375,S,Did Not Survive
Dataset 2,W./C. 6608,3,0,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,4.0,34.375,S,Did Not Survive
Dataset 2,A/5 1478,3,0,"Ford, Mr. Arthur",male,,0.0,8.05,S,Did Not Survive
Dataset 2,W./C. 6608,3,0,"Ford, Mr. Edward Watson",male,18.0,4.0,34.375,S,Did Not Survive
Dataset 2,W./C. 6608,3,0,"Ford, Mr. William Neal",male,16.0,4.0,34.375,S,Did Not Survive
Dataset 2,W./C. 6608,3,0,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48.0,4.0,34.375,S,Did Not Survive
Dataset 2,368573,3,0,"Fox, Mr. Patrick",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,SOTON/O.Q. 3101314,3,0,"Franklin, Mr. Charles (Charles Fardon)",male,,0.0,7.25,S,Did Not Survive
Dataset 2,36864,3,0,"Gallagher, Mr. Martin",male,25.0,0.0,7.7417,Q,Did Not Survive
Dataset 2,358585,3,0,"Garfirth, Mr. John",male,,0.0,14.5,S,Did Not Survive
Dataset 2,349254,3,0,"Gheorgheff, Mr. Stanio",male,,0.0,7.8958,C,Did Not Survive
Dataset 2,14973,3,0,"Gilinski, Mr. Eliezer",male,22.0,0.0,8.05,S,Did Not Survive
Dataset 2,35851,3,1,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0.0,7.7333,Q,Survived
Dataset 2,335677,3,1,"Glynn, Miss. Mary Agatha",female,,0.0,7.75,Q,Survived
Dataset 2,363291,3,1,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,2.0,20.525,S,Survived
Dataset 2,363291,3,0,"Goldsmith, Mr. Frank John",male,33.0,2.0,20.525,S,Did Not Survive
Dataset 2,SOTON/O.Q. 3101263,3,0,"Goldsmith, Mr. Nathan",male,41.0,0.0,7.85,S,Did Not Survive
Dataset 2,363291,3,1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,2.0,20.525,S,Survived
Dataset 2,SOTON/O.Q. 3101306,3,0,"Goncalves, Mr. Manuel Estanslas",male,38.0,0.0,7.05,S,Did Not Survive
Dataset 2,CA 2144,3,0,"Goodwin, Master. Harold Victor",male,9.0,7.0,46.9,S,Did Not Survive
Dataset 2,CA 2144,3,0,"Goodwin, Master. Sidney Leonard",male,1.0,7.0,46.9,S,Did Not Survive
Dataset 2,CA 2144,3,0,"Goodwin, Master. William Frederick",male,11.0,7.0,46.9,S,Did Not Survive
Dataset 2,CA 2144,3,0,"Goodwin, Miss. Jessie Allis",female,10.0,7.0,46.9,S,Did Not Survive
Dataset 2,CA 2144,3,0,"Goodwin, Miss. Lillian Amy",female,16.0,7.0,46.9,S,Did Not Survive
Dataset 2,CA 2144,3,0,"Goodwin, Mr. Charles Edward",male,14.0,7.0,46.9,S,Did Not Survive
Dataset 2,CA 2144,3,0,"Goodwin, Mr. Charles Frederick",male,40.0,7.0,46.9,S,Did Not Survive
Dataset 2,CA 2144,3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,7.0,46.9,S,Did Not Survive
Dataset 2,21440,3,0,"Green, Mr. George Henry",male,51.0,0.0,8.05,S,Did Not Survive
Dataset 2,8471,3,0,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0.0,8.3625,S,Did Not Survive
Dataset 2,376563,3,0,"Guest, Mr. Robert",male,,0.0,8.05,S,Did Not Survive
Dataset 2,7534,3,0,"Gustafsson, Mr. Alfred Ossian",male,20.0,0.0,9.8458,S,Did Not Survive
Dataset 2,3101276,3,0,"Gustafsson, Mr. Anders Vilhelm",male,37.0,2.0,7.925,S,Did Not Survive
Dataset 2,3101277,3,0,"Gustafsson, Mr. Johan Birger",male,28.0,2.0,7.925,S,Did Not Survive
Dataset 2,347069,3,0,"Gustafsson, Mr. Karl Gideon",male,19.0,0.0,7.775,S,Did Not Survive
Dataset 2,349236,3,0,"Haas, Miss. Aloisia",female,24.0,0.0,8.85,S,Did Not Survive
Dataset 2,AQ/3. 30631,3,0,"Hagardon, Miss. Kate",female,17.0,0.0,7.7333,Q,Did Not Survive
Dataset 2,65303,3,0,"Hagland, Mr. Ingvald Olai Olsen",male,,1.0,19.9667,S,Did Not Survive
Dataset 2,65304,3,0,"Hagland, Mr. Konrad Mathias Reiersen",male,,1.0,19.9667,S,Did Not Survive
Dataset 2,STON/O2. 3101279,3,0,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1.0,15.85,S,Did Not Survive
Dataset 2,STON/O2. 3101279,3,1,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1.0,15.85,S,Survived
Dataset 2,345769,3,0,"Hampe, Mr. Leon",male,20.0,0.0,9.5,S,Did Not Survive
Dataset 2,2693,3,0,"Hanna, Mr. Mansour",male,23.5,0.0,7.2292,C,Did Not Survive
Dataset 2,350026,3,0,"Hansen, Mr. Claus Peter",male,41.0,2.0,14.1083,S,Did Not Survive
Dataset 2,350025,3,0,"Hansen, Mr. Henrik Juul",male,26.0,1.0,7.8542,S,Did Not Survive
Dataset 2,350029,3,0,"Hansen, Mr. Henry Damsgaard",male,21.0,0.0,7.8542,S,Did Not Survive
Dataset 2,350026,3,1,"Hansen, Mrs. Claus Peter (Jennie L Howard)",female,45.0,1.0,14.1083,S,Survived
Dataset 2,W./C. 6609,3,0,"Harknett, Miss. Alice Phoebe",female,,0.0,7.55,S,Did Not Survive
Dataset 2,374887,3,0,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0.0,7.25,S,Did Not Survive
Dataset 2,394140,3,0,"Hart, Mr. Henry",male,,0.0,6.8583,Q,Did Not Survive
Dataset 2,2699,3,0,"Hassan, Mr. Houssein G N",male,11.0,0.0,18.7875,C,Did Not Survive
Dataset 2,370375,3,1,"Healy, Miss. Hanora ""Nora""",female,,0.0,7.75,Q,Survived
Dataset 2,347089,3,1,"Hedman, Mr. Oskar Arvid",male,27.0,0.0,6.975,S,Survived
Dataset 2,1601,3,1,"Hee, Mr. Ling",male,,0.0,56.4958,S,Survived
Dataset 2,365226,3,0,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0.0,6.75,Q,Did Not Survive
Dataset 2,STON/O2. 3101282,3,1,"Heikkinen, Miss. Laina",female,26.0,0.0,7.925,S,Survived
Dataset 2,STON/O2. 3101290,3,0,"Heininen, Miss. Wendla Maria",female,23.0,0.0,7.925,S,Did Not Survive
Dataset 2,7548,3,1,"Hellstrom, Miss. Hilda Maria",female,22.0,0.0,8.9625,S,Survived
Dataset 2,349243,3,0,"Hendekovic, Mr. Ignjac",male,28.0,0.0,7.8958,S,Did Not Survive
Dataset 2,347086,3,0,"Henriksson, Miss. Jenny Lovisa",female,28.0,0.0,7.775,S,Did Not Survive
Dataset 2,382649,3,0,"Henry, Miss. Delia",female,,0.0,7.75,Q,Did Not Survive
Dataset 2,3101298,3,1,"Hirvonen, Miss. Hildur E",female,2.0,1.0,12.2875,S,Survived
Dataset 2,3101298,3,1,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",female,22.0,2.0,12.2875,S,Survived
Dataset 2,C 7075,3,0,"Holm, Mr. John Fredrik Alexander",male,43.0,0.0,6.45,S,Did Not Survive
Dataset 2,C 4001,3,0,"Holthen, Mr. Johan Martin",male,28.0,0.0,22.525,S,Did Not Survive
Dataset 2,STON/O2. 3101283,3,1,"Honkanen, Miss. Eliina",female,27.0,0.0,7.925,S,Survived
Dataset 2,370377,3,0,"Horgan, Mr. John",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,A. 2. 39186,3,1,"Howard, Miss. May Elizabeth",female,,0.0,8.05,S,Survived
Dataset 2,348121,3,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0.0,7.65,S,Did Not Survive
Dataset 2,3470,3,1,"Hyman, Mr. Abraham",male,,0.0,7.8875,S,Survived
Dataset 2,2685,3,0,"Ibrahim Shawah, Mr. Yousseff",male,30.0,0.0,7.2292,C,Did Not Survive
Dataset 2,349220,3,0,"Ilieff, Mr. Ylio",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,STON/O2. 3101270,3,0,"Ilmakangas, Miss. Ida Livija",female,27.0,1.0,7.925,S,Did Not Survive
Dataset 2,STON/O2. 3101271,3,0,"Ilmakangas, Miss. Pieta Sofia",female,25.0,1.0,7.925,S,Did Not Survive
Dataset 2,349201,3,0,"Ivanoff, Mr. Kanio",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,349240,3,1,"Jalsevac, Mr. Ivan",male,29.0,0.0,7.8958,C,Survived
Dataset 2,350034,3,1,"Jansson, Mr. Carl Olof",male,21.0,0.0,7.7958,S,Survived
Dataset 2,SOTON/O.Q. 3101305,3,0,"Jardin, Mr. Jose Neto",male,,0.0,7.05,S,Did Not Survive
Dataset 2,350050,3,0,"Jensen, Mr. Hans Peder",male,20.0,0.0,7.8542,S,Did Not Survive
Dataset 2,350047,3,0,"Jensen, Mr. Niels Peder",male,48.0,0.0,7.8542,S,Did Not Survive
Dataset 2,350048,3,0,"Jensen, Mr. Svend Lauritz",male,17.0,1.0,7.0542,S,Did Not Survive
Dataset 2,14313,3,1,"Jermyn, Miss. Annie",female,,0.0,7.75,Q,Survived
Dataset 2,65306,3,1,"Johannesen-Bratthammer, Mr. Bernt",male,,0.0,8.1125,S,Survived
Dataset 2,3101264,3,0,"Johanson, Mr. Jakob Alfred",male,34.0,0.0,6.4958,S,Did Not Survive
Dataset 2,347070,3,1,"Johansson Palmquist, Mr. Oskar Leander",male,26.0,0.0,7.775,S,Survived
Dataset 2,350052,3,0,"Johansson, Mr. Erik",male,22.0,0.0,7.7958,S,Did Not Survive
Dataset 2,7540,3,0,"Johansson, Mr. Gustaf Joel",male,33.0,0.0,8.6542,S,Did Not Survive
Dataset 2,347063,3,0,"Johansson, Mr. Karl Johan",male,31.0,0.0,7.775,S,Did Not Survive
Dataset 2,347467,3,0,"Johansson, Mr. Nils",male,29.0,0.0,7.8542,S,Did Not Survive
Dataset 2,347742,3,1,"Johnson, Master. Harold Theodor",male,4.0,2.0,11.1333,S,Survived
Dataset 2,347742,3,1,"Johnson, Miss. Eleanor Ileen",female,1.0,2.0,11.1333,S,Survived
Dataset 2,LINE,3,0,"Johnson, Mr. Alfred",male,49.0,0.0,0.0,S,Did Not Survive
Dataset 2,347062,3,0,"Johnson, Mr. Malkolm Joackim",male,33.0,0.0,7.775,S,Did Not Survive
Dataset 2,LINE,3,0,"Johnson, Mr. William Cahoone Jr",male,19.0,0.0,0.0,S,Did Not Survive
Dataset 2,347742,3,1,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",female,27.0,2.0,11.1333,S,Survived
Dataset 2,W./C. 6607,3,0,"Johnston, Master. William Arthur ""Willie""",male,,3.0,23.45,S,Did Not Survive
Dataset 2,W./C. 6607,3,0,"Johnston, Miss. Catherine Helen ""Carrie""",female,,3.0,23.45,S,Did Not Survive
Dataset 2,W./C. 6607,3,0,"Johnston, Mr. Andrew G",male,,3.0,23.45,S,Did Not Survive
Dataset 2,W./C. 6607,3,0,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",female,,3.0,23.45,S,Did Not Survive
Dataset 2,349204,3,0,"Jonkoff, Mr. Lalio",male,23.0,0.0,7.8958,S,Did Not Survive
Dataset 2,350417,3,1,"Jonsson, Mr. Carl",male,32.0,0.0,7.8542,S,Survived
Dataset 2,350408,3,0,"Jonsson, Mr. Nils Hilding",male,27.0,0.0,7.8542,S,Did Not Survive
Dataset 2,4136,3,0,"Jussila, Miss. Katriina",female,20.0,1.0,9.825,S,Did Not Survive
Dataset 2,4137,3,0,"Jussila, Miss. Mari Aina",female,21.0,1.0,9.825,S,Did Not Survive
Dataset 2,STON/O 2. 3101286,3,1,"Jussila, Mr. Eiriik",male,32.0,0.0,7.925,S,Survived
Dataset 2,STON/O 2. 3101274,3,0,"Kallio, Mr. Nikolai Erland",male,17.0,0.0,7.125,S,Did Not Survive
Dataset 2,8475,3,0,"Kalvik, Mr. Johannes Halvorsen",male,21.0,0.0,8.4333,S,Did Not Survive
Dataset 2,349246,3,0,"Karaic, Mr. Milan",male,30.0,0.0,7.8958,S,Did Not Survive
Dataset 2,350053,3,1,"Karlsson, Mr. Einar Gervasius",male,21.0,0.0,7.7958,S,Survived
Dataset 2,347465,3,0,"Karlsson, Mr. Julius Konrad Eugen",male,33.0,0.0,7.8542,S,Did Not Survive
Dataset 2,350060,3,0,"Karlsson, Mr. Nils August",male,22.0,0.0,7.5208,S,Did Not Survive
Dataset 2,349256,3,1,"Karun, Miss. Manca",female,4.0,1.0,13.4167,C,Survived
Dataset 2,349256,3,1,"Karun, Mr. Franz",male,39.0,1.0,13.4167,C,Survived
Dataset 2,2700,3,0,"Kassem, Mr. Fared",male,,0.0,7.2292,C,Did Not Survive
Dataset 2,2682,3,0,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",male,18.5,0.0,7.2292,C,Did Not Survive
Dataset 2,12460,3,0,"Keane, Mr. Andrew ""Andy""",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,323592,3,0,"Keefe, Mr. Arthur",male,,0.0,7.25,S,Did Not Survive
Dataset 2,9234,3,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0.0,7.75,Q,Survived
Dataset 2,14312,3,1,"Kelly, Miss. Mary",female,,0.0,7.75,Q,Survived
Dataset 2,330911,3,0,"Kelly, Mr. James",male,34.5,0.0,7.8292,Q,Did Not Survive
Dataset 2,363592,3,0,"Kelly, Mr. James",male,44.0,0.0,8.05,S,Did Not Survive
Dataset 2,368783,3,1,"Kennedy, Mr. John",male,,0.0,7.75,Q,Survived
Dataset 2,2660,3,0,"Khalil, Mr. Betros",male,,1.0,14.4542,C,Did Not Survive
Dataset 2,2660,3,0,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",female,,1.0,14.4542,C,Did Not Survive
Dataset 2,367227,3,0,"Kiernan, Mr. John",male,,1.0,7.75,Q,Did Not Survive
Dataset 2,367229,3,0,"Kiernan, Mr. Philip",male,,1.0,7.75,Q,Did Not Survive
Dataset 2,36865,3,0,"Kilgannon, Mr. Thomas J",male,,0.0,7.7375,Q,Did Not Survive
Dataset 2,315152,3,0,"Kink, Miss. Maria",female,22.0,2.0,8.6625,S,Did Not Survive
Dataset 2,315151,3,0,"Kink, Mr. Vincenz",male,26.0,2.0,8.6625,S,Did Not Survive
Dataset 2,315153,3,1,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,2.0,22.025,S,Survived
Dataset 2,315153,3,1,"Kink-Heilmann, Mr. Anton",male,29.0,4.0,22.025,S,Survived
Dataset 2,315153,3,1,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",female,26.0,2.0,22.025,S,Survived
Dataset 2,350405,3,0,"Klasen, Miss. Gertrud Emilia",female,1.0,2.0,12.1833,S,Did Not Survive
Dataset 2,350404,3,0,"Klasen, Mr. Klas Albin",male,18.0,2.0,7.8542,S,Did Not Survive
Dataset 2,350405,3,0,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,36.0,2.0,12.1833,S,Did Not Survive
Dataset 2,349253,3,0,"Kraeff, Mr. Theodor",male,,0.0,7.8958,C,Did Not Survive
Dataset 2,2654,3,1,"Krekorian, Mr. Neshan",male,25.0,0.0,7.2292,C,Survived
Dataset 2,2624,3,0,"Lahoud, Mr. Sarkis",male,,0.0,7.225,C,Did Not Survive
Dataset 2,4135,3,0,"Laitinen, Miss. Kristina Sofia",female,37.0,0.0,9.5875,S,Did Not Survive
Dataset 2,349217,3,0,"Laleff, Mr. Kristo",male,,0.0,7.8958,S,Did Not Survive
Dataset 2,1601,3,1,"Lam, Mr. Ali",male,,0.0,56.4958,S,Survived
Dataset 2,1601,3,0,"Lam, Mr. Len",male,,0.0,56.4958,S,Did Not Survive
Dataset 2,C 7077,3,1,"Landergren, Miss. Aurora Adelia",female,22.0,0.0,7.25,S,Survived
Dataset 2,7935,3,0,"Lane, Mr. Patrick",male,,0.0,7.75,Q,Did Not Survive
Dataset 2,1601,3,1,"Lang, Mr. Fang",male,26.0,0.0,56.4958,S,Survived
Dataset 2,7545,3,0,"Larsson, Mr. August Viktor",male,29.0,0.0,9.4833,S,Did Not Survive
Dataset 2,347067,3,0,"Larsson, Mr. Bengt Edvin",male,29.0,0.0,7.775,S,Did Not Survive
Dataset 2,347065,3,0,"Larsson-Rondberg, Mr. Edvard A",male,22.0,0.0,7.775,S,Did Not Survive
Dataset 2,2620,3,1,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22.0,0.0,7.225,C,Survived
Dataset 2,4133,3,0,"Lefebre, Master. Henry Forbes",male,,4.0,25.4667,S,Did Not Survive
Dataset 2,4133,3,0,"Lefebre, Miss. Ida",female,,4.0,25.4667,S,Did Not Survive
Dataset 2,4133,3,0,"Lefebre, Miss. Jeannie",female,,4.0,25.4667,S,Did Not Survive
Dataset 2,4133,3,0,"Lefebre, Miss. Mathilde",female,,4.0,25.4667,S,Did Not Survive
Dataset 2,4133,3,0,"Lefebre, Mrs. Frank (Frances)",female,,4.0,25.4667,S,Did Not Survive
Dataset 2,STON/O 2. 3101292,3,0,"Leinonen, Mr. Antti Gustaf",male,32.0,0.0,7.925,S,Did Not Survive
Dataset 2,2683,3,0,"Lemberopolous, Mr. Peter L",male,34.5,0.0,6.4375,C,Did Not Survive
Dataset 2,370371,3,0,"Lennon, Miss. Mary",female,,1.0,15.5,Q,Did Not Survive
Dataset 2,370371,3,0,"Lennon, Mr. Denis",male,,1.0,15.5,Q,Did Not Survive
Dataset 2,LINE,3,0,"Leonard, Mr. Lionel",male,36.0,0.0,0.0,S,Did Not Survive
Dataset 2,A/4 48871,3,0,"Lester, Mr. James",male,39.0,0.0,24.15,S,Did Not Survive
Dataset 2,345781,3,0,"Lievens, Mr. Rene Aime",male,24.0,0.0,9.5,S,Did Not Survive
Dataset 2,347071,3,0,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0.0,7.775,S,Did Not Survive
Dataset 2,347073,3,0,"Lindblom, Miss. Augusta Charlotta",female,45.0,0.0,7.75,S,Did Not Survive
Dataset 2,349910,3,0,"Lindell, Mr. Edvard Bengtsson",male,36.0,1.0,15.55,S,Did Not Survive
Dataset 2,349910,3,0,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,30.0,1.0,15.55,S,Did Not Survive
Dataset 2,STON/O 2. 3101285,3,1,"Lindqvist, Mr. Eino William",male,20.0,1.0,7.925,S,Survived
Dataset 2,330971,3,0,"Linehan, Mr. Michael",male,,0.0,7.8792,Q,Did Not Survive
Dataset 2,1601,3,0,"Ling, Mr. Lee",male,28.0,0.0,56.4958,S,Did Not Survive
Dataset 2,S.O./P.P. 251,3,0,"Lithman, Mr. Simon",male,,0.0,7.55,S,Did Not Survive
Dataset 2,A/5. 3336,3,0,"Lobb, Mr. William Arthur",male,30.0,1.0,16.1,S,Did Not Survive
Dataset 2,A/5. 3336,3,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26.0,1.0,16.1,S,Did Not Survive
Dataset 2,1222,3,0,"Lockyer, Mr. Edward",male,,0.0,7.8792,S,Did Not Survive
